Name,Formula,Mass (avg),"RSD (Mass, ppm)",Saturated,RT (avg),RT (span),Height (avg),Found,Missed,"Score (Tgt, max)",%RSD (Tgt),Ions (min),Ions (max),[Mass] eWAT_01_150x_pos_082121_031,[Mass] eWAT_02_150x_pos_082121_034,[Mass] eWAT_03_150x_pos_082121_026,[Mass] eWAT_04_150x_pos_082121_21,[Mass] eWAT_05_150x_pos_082121_027,[Mass] eWAT_06_150x_pos_082121_19,[Mass] eWAT_07_150x_pos_082121_032,[Mass] eWAT_08_150x_pos_082121_025,[Mass] eWAT_09_150x_pos_082121_22,[Mass] eWAT_10_150x_pos_082121_037,[Mass] eWAT_11_150x_pos_082121_033,[Mass] eWAT_12_150x_pos_082121_028,[Mass] eWAT_PB_150x_pos_082121_038,[RT] eWAT_01_150x_pos_082121_031,[RT] eWAT_02_150x_pos_082121_034,[RT] eWAT_03_150x_pos_082121_026,[RT] eWAT_04_150x_pos_082121_21,[RT] eWAT_05_150x_pos_082121_027,[RT] eWAT_06_150x_pos_082121_19,[RT] eWAT_07_150x_pos_082121_032,[RT] eWAT_08_150x_pos_082121_025,[RT] eWAT_09_150x_pos_082121_22,[RT] eWAT_10_150x_pos_082121_037,[RT] eWAT_11_150x_pos_082121_033,[RT] eWAT_12_150x_pos_082121_028,[RT] eWAT_PB_150x_pos_082121_038,[Height] eWAT_01_150x_pos_082121_031,[Height] eWAT_02_150x_pos_082121_034,[Height] eWAT_03_150x_pos_082121_026,[Height] eWAT_04_150x_pos_082121_21,[Height] eWAT_05_150x_pos_082121_027,[Height] eWAT_06_150x_pos_082121_19,[Height] eWAT_07_150x_pos_082121_032,[Height] eWAT_08_150x_pos_082121_025,[Height] eWAT_09_150x_pos_082121_22,[Height] eWAT_10_150x_pos_082121_037,[Height] eWAT_11_150x_pos_082121_033,[Height] eWAT_12_150x_pos_082121_028,[Height] eWAT_PB_150x_pos_082121_038,[Score (MFE)] eWAT_01_150x_pos_082121_031,[Score (MFE)] eWAT_02_150x_pos_082121_034,[Score (MFE)] eWAT_03_150x_pos_082121_026,[Score (MFE)] eWAT_04_150x_pos_082121_21,[Score (MFE)] eWAT_05_150x_pos_082121_027,[Score (MFE)] eWAT_06_150x_pos_082121_19,[Score (MFE)] eWAT_07_150x_pos_082121_032,[Score (MFE)] eWAT_08_150x_pos_082121_025,[Score (MFE)] eWAT_09_150x_pos_082121_22,[Score (MFE)] eWAT_10_150x_pos_082121_037,[Score (MFE)] eWAT_11_150x_pos_082121_033,[Score (MFE)] eWAT_12_150x_pos_082121_028,[Score (MFE)] eWAT_PB_150x_pos_082121_038,[Score (Tgt)] eWAT_01_150x_pos_082121_031,[Score (Tgt)] eWAT_02_150x_pos_082121_034,[Score (Tgt)] eWAT_03_150x_pos_082121_026,[Score (Tgt)] eWAT_04_150x_pos_082121_21,[Score (Tgt)] eWAT_05_150x_pos_082121_027,[Score (Tgt)] eWAT_06_150x_pos_082121_19,[Score (Tgt)] eWAT_07_150x_pos_082121_032,[Score (Tgt)] eWAT_08_150x_pos_082121_025,[Score (Tgt)] eWAT_09_150x_pos_082121_22,[Score (Tgt)] eWAT_10_150x_pos_082121_037,[Score (Tgt)] eWAT_11_150x_pos_082121_033,[Score (Tgt)] eWAT_12_150x_pos_082121_028,[Score (Tgt)] eWAT_PB_150x_pos_082121_038,[Ions] eWAT_01_150x_pos_082121_031,[Ions] eWAT_02_150x_pos_082121_034,[Ions] eWAT_03_150x_pos_082121_026,[Ions] eWAT_04_150x_pos_082121_21,[Ions] eWAT_05_150x_pos_082121_027,[Ions] eWAT_06_150x_pos_082121_19,[Ions] eWAT_07_150x_pos_082121_032,[Ions] eWAT_08_150x_pos_082121_025,[Ions] eWAT_09_150x_pos_082121_22,[Ions] eWAT_10_150x_pos_082121_037,[Ions] eWAT_11_150x_pos_082121_033,[Ions] eWAT_12_150x_pos_082121_028,[Ions] eWAT_PB_150x_pos_082121_038
TG 15:0_18:1(d7)_15:0, C51 H89 D7 O6,811.7649,0.01,0,13.911,0.015,22909,12,1,100,0,1,3,811.7647,811.7647,811.7663,811.767,811.7633,811.7661,811.7651,811.7647,811.7654,811.7625,811.7639,811.7656,,13.916,13.913,13.918,13.911,13.908,13.904,13.909,13.916,13.903,13.912,13.912,13.913,,23676,24919,34175,20246,20813,19384,25206,14765,22313,27695,19253,22457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 18:1_18:1_18:2,C57 H102 O6,882.7686,0.41,0,13.94,0.024,16069026,13,0,99,0.4,14,22,882.7686,882.7688,882.7691,882.7688,882.7684,882.7689,882.7685,882.7685,882.7687,882.7687,882.7689,882.7685,882.7677,13.939,13.938,13.945,13.946,13.931,13.942,13.936,13.94,13.939,13.934,13.939,13.936,13.955,17577641,17087520,17013835,18539121,15288720,17409699,18423794,15154590,18621994,18057092,17754585,17879487,89263,,,,,,,,,,,,,,98.5,98.42,98.14,99,97.42,98.32,98.37,98.53,98.28,97.8,98.02,98.17,97.86,15,18,22,21,14,22,17,21,19,20,18,18,15
TG 16:0_18:1_18:1,C55 H102 O6,858.7687,0.45,0,14.3,0.014,17096723,13,0,99.5,0.4,14,20,858.7687,858.7688,858.7685,858.7687,858.7689,858.769,858.7686,858.7686,858.7691,858.7691,858.7689,858.7686,858.7676,14.298,14.29,14.292,14.298,14.3,14.299,14.3,14.298,14.29,14.286,14.292,14.293,14.295,18273832,18639483,18288901,18552147,18545518,18819606,18492282,18113518,18270565,19227796,18176895,18638021,218838,,,,,,,,,,,,,,99.54,98.77,99.04,99.54,98.61,99.07,99.53,99.32,99.12,98.06,98.77,99.08,98.82,16,17,18,18,18,18,17,16,20,17,17,16,14
TG 16:0_18:1_18:2,C55 H100 O6,856.753,0.4,0,14,0.034,17324950,13,0,99.7,0.5,12,20,856.7531,856.753,856.7527,856.7534,856.7529,856.7529,856.753,856.7537,856.753,856.7534,856.7529,856.7528,856.7524,13.989,14,13.99,13.997,14.004,13.986,13.998,13.996,13.978,14.001,14,13.969,13.977,18987623,18341987,19286258,19346141,18228244,19088456,17978064,18958042,18879296,18603704,18943563,18432821,150159,,,,,,,,,,,,,,99.42,98.62,99.67,98.57,98.57,99.7,99,98.51,99.57,98.39,98.62,99.18,99.48,16,19,16,20,18,19,20,17,16,20,19,17,12
TG 18:1_18:2_18:2,C57 H100 O6,880.7529,0.49,0,13.48,0.044,17324875,13,0,99.4,1.5,16,20,880.7531,880.753,880.7529,880.7528,880.7529,880.7535,880.7531,880.7531,880.7535,880.7528,880.753,880.7529,880.7517,13.485,13.497,13.481,13.472,13.462,13.478,13.506,13.481,13.482,13.481,13.485,13.489,13.475,18633150,18701167,18626833,18956228,19125806,17905612,18734396,18384323,19026568,19618397,18251573,19180332,78997,,,,,,,,,,,,,,98.66,99.24,98.6,97.86,95.85,97.82,99.43,98.85,98.13,98.68,99.18,99.15,94.17,19,16,17,18,16,16,20,16,17,16,16,18,16
TG 18:1_18:1_18:1,C57 H104 O6,884.7843,0.54,0,14.27,0.031,15247076,13,0,99.5,6.4,12,19,884.7844,884.7848,884.784,884.7845,884.7848,884.7844,884.7843,884.7838,884.7849,884.7843,884.7845,884.7846,884.7831,14.276,14.268,14.27,14.27,14.272,14.277,14.272,14.276,14.268,14.264,14.275,14.271,14.295,16362148,17577153,15471000,15897479,17925177,15218410,16607642,15691841,16351556,19158164,15481191,16337652,132581,,,,,,,,,,,,,,98.28,96.17,98.32,97.82,87.02,98.23,98.05,99.05,97.11,78.16,98.47,97.92,99.54,18,18,19,17,12,16,18,18,13,14,18,17,16
TG 16:0_18:2_18:2,C55 H98 O6,854.7374,0.49,0,13.52,0.048,17199781,13,0,99.7,1.1,12,20,854.7371,854.7374,854.7377,854.7377,854.7371,854.7378,854.7374,854.7371,854.7376,854.7373,854.7376,854.7376,854.7362,13.519,13.519,13.515,13.528,13.54,13.517,13.517,13.526,13.516,13.531,13.519,13.528,13.492,18728029,18465678,18954291,18843154,16458442,19169031,18511229,18712218,18701369,19575723,18690695,18712525,74781,,,,,,,,,,,,,,99.54,98.89,98.11,99.37,99.19,98.96,99.09,99.36,98.92,99.71,99.09,99.25,95.61,20,18,16,18,18,18,16,13,18,20,20,20,12
TG 16:1_18:1_18:2,C55 H98 O6,854.7371,0.55,0,13.42,0.105,14153154,8,5,99.6,8.3,12,20,854.737,854.737,854.7369,,,854.7378,854.737,,854.737,,854.7376,,854.7362,13.424,13.419,13.414,,,13.517,13.422,,13.416,,13.519,,13.492,14676341,16465262,14521763,,,18954807,15133380,,14702370,,18696723,,74594,,,,,,,,,,,,,,99.59,99.11,99.47,,,82.98,98.95,,99.46,,82.63,,88.65,18,18,19,,,18,18,,16,,20,,12
TG 18:1_18:2_18:3,C57 H98 O6,878.7372,0.54,0,12.99,0.027,17781088,13,0,99.8,1.4,12,21,878.7372,878.7371,878.7367,878.7374,878.7374,878.7375,878.7374,878.7371,878.7373,878.7373,878.7376,878.7375,878.7358,12.993,12.995,12.99,12.981,12.971,12.987,12.998,12.984,12.997,12.979,12.982,12.987,12.995,19098716,19866904,17914136,19820507,17771556,19544979,18867054,18646318,20420888,19600948,19738860,19832558,30726,,,,,,,,,,,,,,99.55,99.52,99.84,99,98.15,99.47,99.44,99.54,99.39,98.8,98.97,99.34,94.6,20,13,16,17,18,19,19,18,19,21,19,20,12
TG 16:0_16:0_18:2,C53 H98 O6,830.7376,0.37,0,14.02,0.026,12047350,13,0,99.8,0.5,12,17,830.7375,830.7378,830.738,830.738,830.7375,830.7379,830.7375,830.7375,830.7374,830.7376,830.7376,830.7373,830.7369,14.017,14.022,14.012,14.019,14.015,14.018,14.026,14.018,14.017,14.023,14.02,14.019,13.999,13463689,13944305,13458511,12141960,14132106,13084020,12250535,12341402,11583590,15118612,12108904,12915708,72213,,,,,,,,,,,,,,99.37,99.79,98.58,98.48,99.36,98.52,99.41,99.37,99.53,99.54,99.33,99.38,98.39,16,14,14,14,13,14,15,17,15,14,16,15,12
TG 18:0_18:1_18:1,C57 H106 O6,886.7996,0.51,0,14.47,0.005,12226976,13,0,99.7,0.9,13,20,886.7998,886.7992,886.7995,886.7995,886.8008,886.7994,886.7995,886.7994,886.7998,886.8,886.8,886.7995,886.7989,14.472,14.471,14.473,14.473,14.472,14.472,14.473,14.472,14.472,14.47,14.472,14.473,14.468,11470771,13986699,10461456,12678199,15254494,13723962,14303267,8804173,15084008,16491419,11239132,15367035,86074,,,,,,,,,,,,,,99.58,99.68,99.58,99.48,98.68,99.7,99.54,99.57,99.41,99.35,99.38,99.72,96.27,20,18,18,19,17,18,17,16,16,18,18,17,13
TG 16:0_16:1_18:2,C53 H96 O6,828.7218,0.64,0,13.43,0.03,12069494,13,0,99.7,1,13,21,828.7218,828.7222,828.7221,828.7218,828.7216,828.7225,828.7219,828.7218,828.7218,828.7216,828.7218,828.7224,828.7203,13.431,13.43,13.425,13.427,13.423,13.428,13.434,13.431,13.425,13.425,13.427,13.424,13.453,13403356,14346416,11501888,13047624,13553480,13073581,12802548,13338457,12064878,14460323,12603424,12677676,29776,,,,,,,,,,,,,,99.32,99.53,98.85,99.72,99.7,98.65,99.27,99.32,99.34,99.72,99.49,98.95,95.91,17,21,19,17,19,18,20,16,20,16,20,19,13
TG 16:1_18:2_18:2,C55 H96 O6,852.7216,0.36,0,12.92,0.007,12746871,13,0,99.7,1.2,11,19,852.7216,852.7214,852.7212,852.7211,852.7215,852.722,852.7213,852.7211,852.7218,852.7218,852.7217,852.7218,852.7218,12.917,12.917,12.918,12.915,12.914,12.914,12.918,12.919,12.918,12.916,12.916,12.915,12.912,12867696,16661134,12827956,15325106,14365227,12905818,14066865,13844628,10089771,15742011,14713631,12280394,19089,,,,,,,,,,,,,,99.55,99.15,99.73,99.48,99.72,98.48,99.35,99.72,98.77,99.05,99.12,99.41,95.31,14,19,16,12,15,15,15,16,15,13,14,17,11
TG 16:0_16:0_18:1,C53 H100 O6,832.7531,0.41,0,14.32,0.019,10355107,13,0,99.8,3.4,13,20,832.7533,832.7534,832.7528,832.7533,832.7531,832.7531,832.7531,832.7527,832.7535,832.7534,832.7532,832.7533,832.7522,14.319,14.318,14.315,14.315,14.317,14.316,14.316,14.315,14.318,14.314,14.318,14.316,14.301,11668246,12543668,11982541,10258773,11408265,11198440,10808599,10568257,9820078,12935708,10312926,10935535,175365,,,,,,,,,,,,,,99.53,98.91,99.76,99.24,99.25,98.99,99.05,99.48,98.56,98.41,98.7,98.78,87.04,18,17,20,14,16,15,17,17,16,16,16,15,13
TG 18:2_18:2_18:2,C57 H98 O6,878.7372,0.57,0,12.99,0.027,16401994,13,0,99.2,4.7,10,20,878.737,878.7371,878.7366,878.7374,878.7375,878.7376,878.7368,878.7371,878.7374,878.7379,878.7376,878.7376,878.736,12.993,12.995,12.99,12.981,12.971,12.987,12.998,12.984,12.997,12.979,12.982,12.987,12.995,19434410,19866904,17191466,19865281,19302767,18754525,20174118,18654273,20091451,20100,19780192,20060649,29793,,,,,,,,,,,,,,97.62,97.12,98.06,98.45,99.18,98.16,96.98,98.65,96.41,97.46,98.33,97.92,81.68,20,13,18,16,18,18,18,18,19,10,19,20,10
TG 16:0_18:2_18:3,C55 H96 O6,852.7215,0.34,0,13.06,0.036,10401917,13,0,99.8,3.3,14,19,852.7215,852.7217,852.7217,852.7215,852.7215,852.7217,852.7214,852.7214,852.722,852.7213,852.7219,852.7216,852.7209,13.06,13.059,13.057,13.056,13.06,13.055,13.054,13.057,13.057,13.057,13.055,13.054,13.023,12133003,13326819,10570420,11722022,13265185,11610963,9501071,11308307,7202056,14222621,10312627,10035782,14055,,,,,,,,,,,,,,99.73,99.22,99.44,99.67,99.68,99.52,99.78,99.6,99.38,99.64,99.14,99.37,87.71,18,19,14,19,18,19,18,15,17,19,18,17,14
TG 16:0_18:0_18:1,C55 H104 O6,860.7841,0.32,0,14.48,0.011,8002504,13,0,99.9,0.5,15,22,860.7839,860.7838,860.7841,860.7845,860.7842,860.7843,860.7843,860.7838,860.7846,860.7842,860.7842,860.7841,860.7837,14.483,14.483,14.483,14.483,14.484,14.483,14.484,14.483,14.484,14.482,14.483,14.484,14.474,7614949,10188321,7515168,7456670,10335942,8091677,9323140,5177150,9523577,12144419,7080320,9456407,124824,,,,,,,,,,,,,,99.93,99.52,99.26,99.19,99.39,99.62,99.38,99.6,99.01,99.12,99.54,99.61,97.94,17,19,22,18,18,16,18,17,16,16,15,16,15
TG 18:2_18:2_18:3,C57 H96 O6,876.7213,0.33,0,12.51,0.013,9238890,13,0,99.9,4.8,12,21,876.7216,876.7213,876.7213,876.721,876.7212,876.7208,876.7216,876.7213,876.7217,876.721,876.7209,876.7215,876.7213,12.506,12.51,12.509,12.509,12.509,12.507,12.51,12.508,12.512,12.51,12.509,12.508,12.499,9815255,12641230,6796965,10445927,12896759,8625614,8502942,9036980,9267239,13809799,9997508,8260812,8553,,,,,,,,,,,,,,99.55,99.74,99.79,99.9,99.8,99.88,99.52,99.77,99.36,99.89,99.91,99.56,82.6,17,19,19,18,17,21,18,18,18,18,18,17,12
TG 14:0_18:2_18:2,C53 H94 O6,826.7058,0.36,0,12.92,0.005,6556219,13,0,99.8,8.3,12,17,826.7056,826.7059,826.7059,826.7058,826.7058,826.7062,826.7059,826.7058,826.706,826.706,826.7061,826.7059,826.7049,12.92,12.917,12.917,12.92,12.915,12.92,12.92,12.917,12.919,12.917,12.915,12.92,12.917,6658487,7228673,5596206,6186758,8270111,6594788,7279794,6230573,7694068,8704906,6710672,8067435,8388,,,,,,,,,,,,,,99.82,99.75,99.73,99.79,99.79,99.46,99.68,99.75,99.6,99.78,99.53,99.63,70.56,16,17,14,15,16,15,16,15,16,17,16,16,12
TG 18:1_18:1_20:1,C59 H108 O6,912.8151,0.26,0,14.46,0.014,5176781,13,0,99.6,1.3,13,20,912.8154,912.8147,912.8151,912.8154,912.8149,912.815,912.815,912.815,912.8154,912.815,912.8153,912.8148,912.8152,14.461,14.452,14.461,14.46,14.456,14.461,14.456,14.461,14.451,14.449,14.461,14.456,14.462,3721338,5583258,3695162,4790094,7252259,5258659,7301304,2902342,6892801,7885360,4167620,7812623,35333,,,,,,,,,,,,,,99.64,98.98,99.53,99.32,97.5,99.18,97.01,99.58,97.99,97.96,98.92,99.41,95.39,18,15,16,18,14,16,20,14,17,18,16,17,13
TG 17:0_18:1_18:2,C56 H102 O6,870.7687,0.43,0,14.18,0.004,5148229,12,1,99.5,0.7,13,17,870.7688,870.7692,870.7686,870.7684,870.7685,870.769,870.7686,870.7681,870.7687,870.7694,870.7684,870.7686,,14.18,14.178,14.18,14.181,14.182,14.182,14.182,14.181,14.179,14.18,14.18,14.182,,4270392,6184922,3168435,4811096,6567447,4593642,5656710,3133631,6202340,7577710,3956553,5655877,,,,,,,,,,,,,,,99.03,97.68,99.17,99.24,98.96,98.88,99.11,99.49,98.8,97.34,99.33,98.91,,15,13,16,16,15,17,15,14,14,13,15,15,
TG 12:0_18:1_18:2,C51 H92 O6,800.6902,0.98,0,12.86,0.016,3973581,13,0,99.9,5.3,9,18,800.6898,800.6899,800.69,800.6901,800.69,800.6904,800.6903,800.69,800.6899,800.6899,800.6899,800.69,800.6928,12.859,12.861,12.856,12.858,12.859,12.859,12.858,12.856,12.858,12.856,12.854,12.856,12.845,4502205,3908610,3407926,3230773,4317536,2575178,5928979,4478872,5110360,5247187,4534254,4409548,5136,,,,,,,,,,,,,,99.78,99.89,99.86,99.85,99.89,99.39,99.62,99.86,99.88,99.7,99.79,99.84,81.02,16,16,14,17,16,16,18,15,16,15,16,16,9
TG 18:1_18:2_20:1,C59 H106 O6,910.7995,0.37,0,14.28,0.014,3218416,13,0,99.5,4.7,13,18,910.7994,910.7999,910.7997,910.7998,910.7993,910.7995,910.7995,910.7995,910.7995,910.7987,910.7998,910.7996,910.799,14.281,14.279,14.281,14.282,14.277,14.277,14.277,14.282,14.279,14.275,14.281,14.277,14.289,2654993,2977213,2671912,3097521,4477431,3337619,3477474,2452726,4947064,4068536,3161390,4500012,15525,,,,,,,,,,,,,,89.17,98.61,93.66,86.6,99.51,96.35,89.02,97.94,99.33,96.77,91.7,99.37,93.62,15,17,16,14,18,14,15,17,18,18,16,15,13
TG 14:0_16:0_18:2,C51 H94 O6,802.7061,0.6,0,13.43,0.067,2844436,13,0,99.9,3.5,10,14,802.7062,802.7063,802.7066,802.7061,802.7058,802.7067,802.7062,802.7066,802.7062,802.7059,802.7059,802.7065,802.7048,13.435,13.385,13.436,13.409,13.428,13.433,13.383,13.442,13.388,13.381,13.385,13.433,13.447,3173959,3504606,2824474,2421557,3337756,2735449,3552591,3086611,2753823,3576463,2994935,3002209,13241,,,,,,,,,,,,,,99.42,95.12,99.08,98.58,99.85,99.21,94.79,97.62,95.51,94.26,95.25,99,87.55,10,13,11,13,14,13,12,10,14,14,14,13,11
TG 51:3,C54 H98 O6,842.7372,0.25,0,13.72,0.043,3029120,13,0,99.9,4.6,11,20,842.7374,842.7372,842.7368,842.7372,842.7375,842.7372,842.7371,842.7371,842.7373,842.7372,842.7372,842.7371,842.7367,13.715,13.717,13.716,13.718,13.713,13.713,13.718,13.716,13.717,13.716,13.716,13.716,13.676,3109744,4320218,2321112,3147327,4022874,2866342,3180609,2474878,3477314,4653868,2776289,3022618,5377,,,,,,,,,,,,,,99.5,99.63,99.85,99.63,99.43,99.62,99.82,99.75,99.68,99.69,99.78,99.76,83.21,20,17,18,16,16,20,16,18,16,20,20,19,11
TG 17:0_18:1_18:1,C56 H104 O6,872.7843,2.11,0,14.48,0.184,5505620,13,0,83.7,16.5,6,15,872.7843,872.7838,872.7835,872.7842,872.7839,872.7837,872.7842,872.783,872.7903,872.7839,872.7838,872.7832,872.7835,14.301,14.48,14.483,14.483,14.484,14.483,14.301,14.483,14.485,14.482,14.483,14.484,14.474,12879929,5965367,4379522,3752646,5062175,4869524,11843612,2911676,4013469,6757098,3810377,5239665,88010,,,,,,,,,,,,,,81.77,61.61,60.94,60.56,60.52,60.98,81.57,83.75,50.69,61.06,60.68,70.12,82.4,14,9,11,11,9,10,15,11,6,8,8,10,13
TG 16:0_16:0_18:3,C53 H96 O6,828.7217,0.39,0,13.57,0.028,2733032,13,0,99.7,2.3,10,16,828.7218,828.7218,828.7217,828.7216,828.7219,828.7216,828.7221,828.7218,828.722,828.7216,828.7217,828.7216,828.7208,13.58,13.581,13.57,13.572,13.579,13.573,13.573,13.571,13.572,13.582,13.575,13.573,13.553,3350186,3848115,2896435,2713328,3558112,2874528,2387913,2873662,2130347,3907036,2499248,2482240,8271,,,,,,,,,,,,,,99.47,98.95,99.74,99.61,99.38,99.72,99.13,99.52,99.23,99.14,99.53,99.75,91.19,14,13,14,14,12,13,15,16,14,13,13,15,10
TG 16:0_17:1_18:1,C54 H100 O6,844.7529,0.23,0,14.17,0.036,2941381,12,1,99.2,0.4,10,18,844.753,844.7532,844.7527,844.7526,844.7529,844.7531,844.753,844.7526,844.7529,844.7529,844.7529,844.7527,,14.158,14.169,14.152,14.159,14.188,14.165,14.16,14.158,14.184,14.185,14.169,14.187,,2704228,3837479,2043404,2687948,3609581,2560325,3004022,1999437,3166338,4547376,2246303,2890137,,,,,,,,,,,,,,,98.04,98.56,97.92,98.75,98.92,98.79,98.69,98.63,99.07,99.02,99.08,99.16,,18,15,17,14,14,15,16,16,17,10,16,15,
TG 16:1_18:2_18:3,C55 H94 O6,850.7056,0.5,0,12.44,0.014,2959000,13,0,99.9,3.5,9,19,850.7054,850.7058,850.7058,850.7057,850.7059,850.7056,850.7057,850.7059,850.7057,850.7059,850.7055,850.7052,850.7043,12.44,12.443,12.439,12.44,12.441,12.44,12.44,12.437,12.446,12.442,12.441,12.441,12.432,3607278,5111414,2799050,3525411,3424960,2401713,2517465,3546132,2218401,4158429,3205522,1946197,5031,,,,,,,,,,,,,,99.85,99.63,99.41,99.59,99.59,99.63,99.63,99.46,99.62,99.58,99.72,99.74,87.04,18,19,16,16,17,16,17,17,18,18,19,15,9
TG 56:7,C59 H100 O6,904.7525,0.67,0,13.29,0.1,2652855,13,0,99.8,12,12,22,904.7532,904.7524,904.7526,904.7525,904.7525,904.7527,904.7528,904.7524,904.7522,904.7527,904.7525,904.7528,904.7506,13.295,13.293,13.286,13.29,13.289,13.288,13.294,13.291,13.287,13.291,13.29,13.288,13.386,2731981,4322394,1987812,1504014,4567530,3172798,1554370,2414225,2881799,4154820,1854343,3308448,32588,,,,,,,,,,,,,,99.18,99.77,99.62,99.8,99.73,99.65,99.59,99.85,99.84,99.79,99.76,99.62,57.86,17,19,17,19,20,19,20,21,21,19,21,22,12
TG 18:1_18:2_20:3,C59 H102 O6,906.7679,0.25,0,13.58,0.009,2186278,12,1,99.6,0.2,14,19,906.7678,906.7681,906.7678,906.7678,906.7681,906.7675,906.7683,906.7678,906.7683,906.7678,906.7678,906.7679,,13.58,13.588,13.582,13.584,13.583,13.579,13.585,13.582,13.583,13.587,13.58,13.582,,1882804,2570216,1632964,1709435,2269269,1895506,2708857,1799013,2444313,2979629,1799790,2543546,,,,,,,,,,,,,,,99.32,99.44,98.89,99.39,99.13,99.58,99.37,99.62,99.38,99.1,99.31,99.53,,18,17,14,17,17,19,19,17,19,15,18,18,
TG 12:0_16:0_18:2,C49 H90 O6,774.6743,0.24,0,12.87,0.026,1931533,13,0,99.9,3.7,9,16,774.6741,774.6741,774.6741,774.6742,774.6742,774.6743,774.6746,774.6742,774.6742,774.6742,774.6743,774.6744,774.6747,12.864,12.867,12.867,12.864,12.865,12.864,12.87,12.867,12.869,12.865,12.865,12.864,12.889,2654122,1423782,1766114,1272561,1831448,1061060,2910922,2670399,2457065,2613093,2235417,2206322,7631,,,,,,,,,,,,,,99.87,99.9,99.79,99.85,99.83,99.58,99.7,99.71,99.83,99.86,99.9,99.83,86.66,15,13,13,12,11,12,14,16,13,13,16,12,9
TG 17:1_18:1_18:2,C56 H100 O6,868.7525,0.7,0,13.7,0.072,2003777,12,1,97.9,2.8,13,19,868.7529,868.7527,868.7523,868.7527,,868.7526,868.7526,868.7525,868.7525,868.7531,868.7528,868.7526,868.7507,13.692,13.698,13.693,13.695,,13.685,13.702,13.688,13.756,13.755,13.698,13.757,13.709,2172871,3327056,1615405,2391973,,290125,2685520,1722148,2568252,2963372,2185119,2117169,6324,,,,,,,,,,,,,,96.51,97.6,96.87,97.01,,95.18,97.92,95.95,97.87,97.55,97.43,97.5,87.99,19,16,16,17,,15,18,16,15,18,17,15,13
TG 16:0_18:2_22:6,C59 H98 O6,902.7351,0.6,0,13.07,0.011,2070396,13,0,91.9,6.8,10,15,902.735,902.7356,902.7349,902.7342,902.7362,902.7356,902.7346,902.7351,902.7353,902.7353,902.7344,902.7355,902.7351,13.071,13.078,13.068,13.07,13.077,13.071,13.076,13.068,13.075,13.079,13.072,13.071,13.079,2098545,2346596,1992486,1570746,3055926,3096653,1719752,2016773,1849854,2807529,1513731,2843362,3208,,,,,,,,,,,,,,87.31,82.36,83.12,80.68,74.37,74.35,81.12,74.63,81.08,86.42,74.26,80.96,91.86,12,14,15,15,10,14,13,14,13,13,14,14,15
TG 14:0_16:0_18:1,C51 H96 O6,804.7216,0.23,0,13.94,0.025,1439557,13,0,99.4,2.4,9,14,804.7218,804.7215,804.7218,804.7221,804.7215,804.7216,804.7216,804.7215,804.7214,804.7215,804.7216,804.7215,804.7216,13.939,13.944,13.94,13.94,13.935,13.936,13.941,13.943,13.934,13.937,13.941,13.93,13.955,1800220,1664726,1907335,1266695,1622636,1469872,1465687,1805825,1215303,1647203,1420776,1412748,15220,,,,,,,,,,,,,,99.16,99.4,99.13,98.48,99.27,99.21,99.28,99.32,99.14,99.39,99.34,99.05,90.55,11,12,14,10,11,12,11,10,10,10,12,12,9
TG 18:1_18:2_19:0,C58 H106 O6,898.7992,0.58,0,14.47,0.008,6892305,13,0,87.5,13.3,9,14,898.7992,898.7987,898.7986,898.7993,898.8004,898.7986,898.7994,898.7991,898.7999,898.7992,898.7995,898.7993,898.7989,14.472,14.469,14.472,14.472,14.472,14.472,14.467,14.472,14.472,14.465,14.472,14.467,14.474,6442480,7962641,5946195,7126498,8482571,7611642,8067017,5019816,8470593,9318107,6383199,8690750,78464,,,,,,,,,,,,,,87.5,63.7,77.55,63.19,61.73,63.13,64.5,85.61,63.37,64.72,72.58,64.75,61.01,12,11,14,9,10,12,9,12,10,9,13,11,11
TG 54:7,C57 H96 O6,876.7213,0.33,0,12.51,0.013,9235020,13,0,99.8,5.4,13,21,876.7216,876.7213,876.7213,876.721,876.7212,876.7208,876.7216,876.7213,876.7217,876.721,876.7209,876.7215,876.7213,12.506,12.51,12.509,12.509,12.509,12.507,12.51,12.508,12.512,12.51,12.509,12.508,12.499,9815255,12641230,6802953,10445927,12896759,8625614,8502942,9036980,9267239,13749068,10002158,8260812,8324,,,,,,,,,,,,,,99.38,99.66,99.68,99.8,99.7,99.72,99.45,99.65,99.33,99.82,99.81,99.43,80.67,17,19,19,18,17,21,18,18,18,18,18,17,13
TG 16:0_18:1_22:6,C59 H100 O6,904.7513,0.87,0,13.58,0.021,1262189,13,0,88.7,6,10,15,904.7513,904.7516,904.7512,904.7523,904.7524,904.7519,904.7511,904.751,904.7512,904.7512,904.7504,904.7518,904.7494,13.583,13.585,13.578,13.582,13.579,13.579,13.584,13.576,13.582,13.585,13.58,13.578,13.598,1358991,1448225,1385165,792423,1538803,1931072,1196272,1417915,1464272,1422187,979654,1462794,10695,,,,,,,,,,,,,,74.48,74.18,74.48,76.15,73.98,74.33,84.02,77.81,88.68,74.18,74.19,74.38,73.9,11,13,14,10,14,10,15,15,15,14,14,11,13
