"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] Heart_01_20x_pos_081321_090,[Mass] Heart_02_20x_pos_081321_083,[Mass] Heart_03_20x_pos_081321_092,[Mass] Heart_04_20x_pos_081321_086,[Mass] Heart_05_20x_pos_081321_096,[Mass] Heart_06_20x_pos_081321_089,[Mass] Heart_07_20x_pos_081321_101,[Mass] Heart_08_20x_pos_081321_085,[Mass] Heart_09_20x_pos_081321_102,[Mass] Heart_10_20x_pos_081321_097,[Mass] Heart_11_20x_pos_081321_095,[Mass] Heart_12_20x_pos_081321_091,[Mass] PB_20x_pos_081321_084,[RT] Heart_01_20x_pos_081321_090,[RT] Heart_02_20x_pos_081321_083,[RT] Heart_03_20x_pos_081321_092,[RT] Heart_04_20x_pos_081321_086,[RT] Heart_05_20x_pos_081321_096,[RT] Heart_06_20x_pos_081321_089,[RT] Heart_07_20x_pos_081321_101,[RT] Heart_08_20x_pos_081321_085,[RT] Heart_09_20x_pos_081321_102,[RT] Heart_10_20x_pos_081321_097,[RT] Heart_11_20x_pos_081321_095,[RT] Heart_12_20x_pos_081321_091,[RT] PB_20x_pos_081321_084,[Height] Heart_01_20x_pos_081321_090,[Height] Heart_02_20x_pos_081321_083,[Height] Heart_03_20x_pos_081321_092,[Height] Heart_04_20x_pos_081321_086,[Height] Heart_05_20x_pos_081321_096,[Height] Heart_06_20x_pos_081321_089,[Height] Heart_07_20x_pos_081321_101,[Height] Heart_08_20x_pos_081321_085,[Height] Heart_09_20x_pos_081321_102,[Height] Heart_10_20x_pos_081321_097,[Height] Heart_11_20x_pos_081321_095,[Height] Heart_12_20x_pos_081321_091,[Height] PB_20x_pos_081321_084,[Score (MFE)] Heart_01_20x_pos_081321_090,[Score (MFE)] Heart_02_20x_pos_081321_083,[Score (MFE)] Heart_03_20x_pos_081321_092,[Score (MFE)] Heart_04_20x_pos_081321_086,[Score (MFE)] Heart_05_20x_pos_081321_096,[Score (MFE)] Heart_06_20x_pos_081321_089,[Score (MFE)] Heart_07_20x_pos_081321_101,[Score (MFE)] Heart_08_20x_pos_081321_085,[Score (MFE)] Heart_09_20x_pos_081321_102,[Score (MFE)] Heart_10_20x_pos_081321_097,[Score (MFE)] Heart_11_20x_pos_081321_095,[Score (MFE)] Heart_12_20x_pos_081321_091,[Score (MFE)] PB_20x_pos_081321_084,[Score (Tgt)] Heart_01_20x_pos_081321_090,[Score (Tgt)] Heart_02_20x_pos_081321_083,[Score (Tgt)] Heart_03_20x_pos_081321_092,[Score (Tgt)] Heart_04_20x_pos_081321_086,[Score (Tgt)] Heart_05_20x_pos_081321_096,[Score (Tgt)] Heart_06_20x_pos_081321_089,[Score (Tgt)] Heart_07_20x_pos_081321_101,[Score (Tgt)] Heart_08_20x_pos_081321_085,[Score (Tgt)] Heart_09_20x_pos_081321_102,[Score (Tgt)] Heart_10_20x_pos_081321_097,[Score (Tgt)] Heart_11_20x_pos_081321_095,[Score (Tgt)] Heart_12_20x_pos_081321_091,[Score (Tgt)] PB_20x_pos_081321_084,[Ions] Heart_01_20x_pos_081321_090,[Ions] Heart_02_20x_pos_081321_083,[Ions] Heart_03_20x_pos_081321_092,[Ions] Heart_04_20x_pos_081321_086,[Ions] Heart_05_20x_pos_081321_096,[Ions] Heart_06_20x_pos_081321_089,[Ions] Heart_07_20x_pos_081321_101,[Ions] Heart_08_20x_pos_081321_085,[Ions] Heart_09_20x_pos_081321_102,[Ions] Heart_10_20x_pos_081321_097,[Ions] Heart_11_20x_pos_081321_095,[Ions] Heart_12_20x_pos_081321_091,[Ions] PB_20x_pos_081321_084,
TG 50:6,C53 H90 O6,822.6740,0.50,0,12.40,0.023,51562,12,1,88.1,4.6,11,15,822.6740,822.6743,822.6737,822.6736,822.6740,822.6739,822.6732,822.6745,822.6744,822.6739,822.6738,822.6746,,12.395,12.388,12.400,12.405,12.394,12.387,12.404,12.406,12.409,12.398,12.401,12.400,,22739,32558,66644,80377,58085,30202,30400,49577,76059,71309,44564,56236,,,,,,,,,,,,,,,88.12,78.85,79.55,75.45,85.57,81.20,80.10,84.09,86.94,78.31,81.05,81.67,,11,12,13,11,13,12,12,12,15,11,11,13,,
TG 58:11,C61 H96 O6,924.7210,0.81,0,12.05,0.044,37010,11,2,98.0,9.0,9,17,924.7207,924.7212,924.7206,924.7204,924.7205,924.7206,,924.7208,924.7201,924.7217,924.7213,,924.7228,12.054,12.042,12.048,12.036,12.042,12.046,,12.054,12.080,12.046,12.077,,12.059,35807,44570,112163,59964,53482,51912,,17827,11553,6036,9641,,4160,,,,,,,,,,,,,,95.18,95.43,95.08,94.10,93.09,82.87,,88.35,97.96,91.91,87.77,,69.26,12,13,17,17,15,14,,14,12,10,9,,9,
LPC 20:0/0:0,C28 H58 N O7 P,551.3958,3.04,0,4.32,0.062,16721,13,0,98.6,12.2,5,10,551.3943,551.3955,551.3952,551.3955,551.3958,551.3954,551.3950,551.3953,551.3953,551.3958,551.3955,551.3957,551.4012,4.311,4.329,4.321,4.332,4.321,4.322,4.311,4.319,4.332,4.320,4.322,4.321,4.270,6983,16649,20903,23816,19579,30309,11671,10759,21704,17877,17515,17411,2206,,,,,,,,,,,,,,94.50,96.43,86.98,98.14,96.63,97.98,95.88,95.10,97.89,98.58,89.29,97.40,56.79,5,5,7,8,7,7,7,7,10,7,8,7,5,
DG 18:1_18:2,C39 H70 O5,618.5227,0.91,0,9.10,0.020,65635,13,0,99.5,8.2,4,15,618.5223,618.5227,618.5225,618.5225,618.5227,618.5224,618.5227,618.5227,618.5227,618.5227,618.5221,618.5224,618.5244,9.091,9.101,9.102,9.096,9.107,9.098,9.097,9.106,9.099,9.110,9.103,9.090,9.109,28607,71026,107619,118674,87763,92610,23371,68764,70600,70364,59103,51072,3689,,,,,,,,,,,,,,98.74,99.20,99.54,98.66,98.86,98.40,88.87,91.07,97.86,98.76,98.97,96.45,71.59,13,14,15,15,12,14,10,11,12,11,13,13,4,
PC 39:5,C47 H84 N O8 P,821.5938,0.65,0,7.04,0.014,118505,11,2,95.5,3.3,10,13,,821.5939,821.5929,821.5930,821.5937,821.5948,821.5937,821.5934,821.5937,821.5941,821.5939,821.5941,,,7.043,7.034,7.032,7.032,7.046,7.045,7.037,7.037,7.038,7.040,7.034,,,137908,117034,118818,98399,123189,122127,117065,122878,113465,117112,115563,,,,,,,,,,,,,,,,88.99,91.96,94.70,95.54,88.86,86.23,92.84,94.40,93.44,89.97,89.06,,,12,13,11,13,11,10,11,11,12,10,11,,
PC 32:0,C40 H80 N O8 P,733.5624,1.82,0,8.07,0.066,20311,12,1,94.5,11.2,5,14,733.5610,733.5631,733.5607,733.5623,733.5628,733.5639,733.5623,,733.5638,733.5626,733.5631,733.5632,733.5595,8.071,8.075,8.043,8.037,8.036,8.082,8.082,,8.095,8.029,8.077,8.070,8.085,25566,23488,9178,50330,8524,8941,31793,,9201,17722,27108,13654,18236,,,,,,,,,,,,,,78.89,90.28,77.63,78.20,70.38,90.17,88.04,,94.50,74.18,80.42,86.57,63.94,11,9,10,8,10,11,10,,14,12,12,10,5,
TG 12:0_16:0_22:6,C53 H90 O6,822.6742,0.88,0,12.40,0.066,47940,13,0,94.7,8.1,7,14,822.6740,822.6743,822.6737,822.6734,822.6744,822.6747,822.6734,822.6742,822.6744,822.6739,822.6738,822.6746,822.6762,12.395,12.388,12.400,12.405,12.394,12.387,12.404,12.406,12.409,12.398,12.401,12.400,12.343,23062,32558,66733,80986,57485,33084,30651,48827,75395,71253,44427,56236,2526,,,,,,,,,,,,,,88.77,79.71,80.03,82.66,79.40,94.70,74.71,84.38,75.14,78.53,81.49,82.16,67.91,11,12,13,14,11,11,10,13,11,11,11,13,7,
PC 15:0_18:2,C41 H78 N O8 P,743.5463,0.90,0,7.01,0.144,12425,11,2,95.1,12.6,5,14,743.5470,743.5459,,743.5474,743.5457,743.5461,743.5471,743.5466,,743.5464,743.5455,743.5455,743.5459,7.007,7.015,,7.076,6.999,7.012,7.028,7.015,,7.004,7.012,6.995,7.139,10662,12347,,3016,16429,13576,7099,16294,,20131,15527,18113,3492,,,,,,,,,,,,,,62.69,77.28,,95.14,70.78,78.48,64.32,79.47,,81.77,76.74,66.16,69.05,8,13,,7,11,12,9,11,,11,11,14,5,
Cer_NS d18:1_20:0,C38 H75 N O3,593.5750,0.63,0,10.17,0.031,54539,13,0,99.8,6.6,3,12,593.5747,593.5749,593.5749,593.5749,593.5752,593.5749,593.5750,593.5748,593.5748,593.5748,593.5752,593.5750,593.5762,10.167,10.166,10.173,10.156,10.178,10.175,10.173,10.172,10.181,10.176,10.174,10.161,10.187,40352,47679,84705,83485,57989,62322,28709,66641,58847,69094,62997,44742,1451,,,,,,,,,,,,,,98.87,95.80,99.66,98.87,99.10,99.70,98.24,99.32,99.78,93.02,99.48,97.40,76.49,9,10,11,11,10,11,9,10,11,8,10,12,3,
TG 14:0_18:2_22:6,C57 H94 O6,874.7052,0.53,0,12.49,0.048,152987,13,0,93.7,8.9,11,16,874.7050,874.7050,874.7053,874.7049,874.7048,874.7048,874.7049,874.7052,874.7051,874.7051,874.7052,874.7056,874.7065,12.495,12.489,12.484,12.484,12.489,12.493,12.494,12.490,12.493,12.493,12.502,12.495,12.532,128421,141937,269652,267206,183021,155923,91196,169777,157338,164195,112754,144670,2753,,,,,,,,,,,,,,81.68,84.43,86.24,88.26,86.88,82.08,84.25,93.69,90.26,81.90,93.13,86.96,63.39,12,15,14,15,16,15,16,14,12,11,13,13,11,
SM d41:2,C46 H91 N2 O6 P,798.6597,0.55,0,9.62,0.066,38313,12,1,98.0,13.4,3,14,798.6598,798.6601,798.6594,798.6599,,798.6592,798.6593,798.6590,798.6594,798.6598,798.6597,798.6600,798.6605,9.621,9.614,9.626,9.631,,9.633,9.610,9.625,9.623,9.623,9.616,9.636,9.676,12326,33772,54664,48624,,65996,25013,40045,61555,41281,39711,33963,2816,,,,,,,,,,,,,,97.18,88.82,86.42,96.81,,93.82,77.97,85.79,96.85,97.86,97.98,97.39,57.47,9,12,11,14,,13,13,13,10,12,11,12,3,
PC 34:4,C42 H76 N O8 P,753.5317,1.46,0,6.45,0.042,15728,13,0,99.0,7.2,4,10,753.5308,753.5309,753.5319,753.5312,753.5311,753.5313,753.5315,753.5322,753.5312,753.5319,753.5321,753.5310,753.5350,6.422,6.436,6.449,6.449,6.441,6.450,6.443,6.441,6.453,6.453,6.444,6.449,6.464,9021,13792,20224,21580,12033,17584,10342,21065,17591,19801,16273,21497,3665,,,,,,,,,,,,,,97.25,97.79,98.83,96.47,98.95,89.52,98.87,94.95,98.88,97.54,96.76,97.87,73.89,5,6,9,8,8,6,10,8,7,10,9,6,4,
TG 16:0_18:0_22:0,C59 H114 O6,918.8613,0.54,0,14.71,0.040,33156,11,2,97.2,4.1,12,16,918.8611,918.8609,918.8611,918.8614,918.8610,918.8608,918.8622,,918.8615,,918.8605,918.8616,918.8619,14.705,14.712,14.694,14.705,14.710,14.701,14.727,,14.710,,14.704,14.714,14.734,16616,31093,42609,44210,18422,18338,44314,,44501,,28932,33321,42368,,,,,,,,,,,,,,88.51,85.67,85.62,89.51,86.45,84.54,92.06,,90.68,,88.96,87.30,97.19,12,14,15,16,15,14,14,,14,,14,15,14,
SM d42:1,C47 H95 N2 O6 P,814.6927,0.91,0,10.38,0.037,23234,11,2,94.7,6.6,6,12,814.6931,814.6918,814.6921,814.6928,814.6927,814.6930,814.6941,814.6931,814.6925,,814.6914,814.6932,,10.379,10.384,10.379,10.380,10.368,10.381,10.390,10.390,10.404,,10.391,10.367,,2511,21146,34036,29949,28797,42608,8081,16251,37007,,13452,21737,,,,,,,,,,,,,,,75.28,81.31,90.32,92.54,94.01,90.97,85.51,90.10,85.66,,88.10,94.73,,7,6,10,9,10,12,8,10,11,,11,10,,
PE 39:4,C44 H80 N O8 P,781.5628,2.04,0,8.93,0.038,51797,13,0,90.6,12.2,7,15,781.5635,781.5620,781.5612,781.5623,781.5612,781.5618,781.5620,781.5626,781.5651,781.5627,781.5625,781.5625,781.5670,8.918,8.922,8.946,8.934,8.929,8.941,8.924,8.944,8.937,8.937,8.941,8.917,8.909,26049,41453,77149,89723,46211,46639,39476,50647,76207,65303,51557,44440,18514,,,,,,,,,,,,,,72.58,80.68,90.61,88.79,83.07,86.23,83.11,86.45,89.27,83.56,90.64,78.13,53.64,10,10,11,15,12,10,10,12,14,12,11,11,7,
LPC 19:0/0:0,C27 H56 N O7 P,537.3796,1.03,0,3.96,0.082,13935,13,0,97.8,10.8,5,9,537.3792,537.3791,537.3798,537.3795,537.3796,537.3796,537.3794,537.3798,537.3797,537.3794,537.3795,537.3793,537.3814,3.960,3.966,3.953,3.972,3.964,3.960,3.965,3.967,3.959,3.964,3.965,3.959,3.890,5788,11714,18098,22243,17667,20756,8553,11918,18408,15928,14001,12833,3257,,,,,,,,,,,,,,95.99,95.81,97.67,94.78,96.49,97.82,92.56,85.88,96.69,94.03,95.88,97.75,61.01,5,6,6,6,8,8,7,6,5,7,7,9,5,
Cer_NS d18:1_24:0,C42 H83 N O3,649.6376,0.56,0,11.76,0.021,46521,13,0,99.6,2.3,4,14,649.6377,649.6378,649.6379,649.6373,649.6377,649.6374,649.6381,649.6379,649.6378,649.6376,649.6375,649.6374,649.6367,11.758,11.751,11.769,11.756,11.757,11.755,11.762,11.758,11.755,11.761,11.759,11.752,11.748,20224,36524,58738,69013,56760,71716,26363,47317,63753,51324,47430,53990,1626,,,,,,,,,,,,,,95.99,98.32,99.02,98.55,98.17,98.74,98.37,96.60,98.55,99.62,97.50,99.04,90.86,9,10,14,10,10,11,12,9,10,9,10,11,4,
PC 16:0_19:0,C43 H86 N O8 P,775.6104,2.25,0,9.74,0.130,41544,13,0,95.4,16.3,2,14,775.6114,775.6113,775.6099,775.6111,775.6106,775.6102,775.6119,775.6104,775.6099,775.6102,775.6110,775.6121,775.6051,9.743,9.742,9.626,9.737,9.749,9.622,9.743,9.642,9.628,9.752,9.621,9.748,9.731,15817,52462,40535,61845,70393,31043,39094,28767,24848,70699,33080,68260,3229,,,,,,,,,,,,,,78.95,67.00,89.08,82.70,75.07,84.20,71.38,90.23,95.42,72.39,91.60,78.12,47.19,11,14,12,12,11,11,11,9,12,11,13,10,2,
SM d40:0,C45 H93 N2 O6 P,788.6776,0.89,0,10.48,0.111,10214,10,3,98.8,15.6,5,13,,,788.6767,788.6772,788.6768,788.6777,788.6790,788.6778,788.6773,,788.6778,788.6772,788.6784,,,10.474,10.481,10.502,10.482,10.546,10.485,10.493,,10.548,10.473,10.437,,,10036,15089,12030,13593,3376,2365,26438,,3187,10880,5146,,,,,,,,,,,,,,,,96.80,98.14,98.79,97.44,71.61,94.21,97.67,,85.06,96.38,57.80,,,9,12,9,13,9,7,6,,7,8,5,
PC 40:2,C48 H92 N O8 P,841.6566,0.49,0,10.01,0.059,13959,12,1,98.9,10.0,8,13,841.6563,841.6577,841.6566,841.6562,841.6568,841.6566,841.6562,841.6570,841.6567,841.6566,841.6563,841.6564,,10.056,10.005,10.022,10.022,10.005,10.035,10.017,10.005,9.997,9.997,10.012,10.010,,2791,11363,16528,19671,10075,14753,10797,12455,18127,19286,15672,16002,,,,,,,,,,,,,,,77.76,71.39,96.42,87.99,98.91,93.19,92.07,98.65,93.31,80.33,95.86,96.41,,10,9,11,11,10,13,8,12,11,8,11,11,,
DG 16:0_18:0,C37 H72 O5,596.5382,0.23,0,10.63,0.041,87747,13,0,99.5,1.6,12,15,596.5382,596.5383,596.5381,596.5382,596.5383,596.5382,596.5384,596.5381,596.5383,596.5384,596.5384,596.5379,596.5382,10.641,10.646,10.636,10.632,10.630,10.632,10.630,10.619,10.627,10.655,10.637,10.635,10.615,81093,91085,89672,87490,89135,88443,93305,89519,86224,79673,89548,88517,87012,,,,,,,,,,,,,,94.31,99.01,97.72,97.31,97.09,97.55,97.18,95.37,96.73,99.47,97.56,98.15,94.64,13,13,14,13,14,15,14,13,13,13,13,12,12,
PC 20:5_22:6,C50 H78 N O8 P,851.5460,1.25,0,5.63,0.034,23317,13,0,96.8,11.6,4,12,851.5470,851.5470,851.5459,851.5464,851.5467,851.5467,851.5446,851.5450,851.5468,851.5467,851.5462,851.5457,851.5436,5.620,5.633,5.625,5.623,5.616,5.631,5.628,5.639,5.629,5.634,5.625,5.630,5.605,15383,15937,29759,27774,31833,25451,20468,25359,32540,23752,23791,22203,8871,,,,,,,,,,,,,,90.48,89.79,93.90,89.28,96.06,88.76,92.36,94.83,95.81,96.25,86.69,96.77,56.84,5,6,9,10,10,10,7,9,12,9,10,11,4,
Cer_NS d18:2_22:0,C40 H77 N O3,619.5908,0.50,0,10.27,0.015,120631,12,1,92.4,2.6,9,12,619.5902,619.5910,619.5907,619.5908,619.5909,619.5911,619.5914,619.5909,619.5906,619.5908,619.5909,619.5905,,10.268,10.278,10.273,10.263,10.267,10.275,10.273,10.272,10.264,10.270,10.263,10.278,,118182,124843,117178,130631,114785,119414,115934,123740,123598,124600,121463,113211,,,,,,,,,,,,,,,87.61,87.99,89.86,92.20,89.47,88.87,84.19,89.74,91.27,91.22,92.37,88.32,,10,11,9,10,10,10,9,11,11,12,10,9,,
TG 48:6,C51 H86 O6,794.6426,1.04,0,11.75,0.068,12083,9,4,97.2,10.7,3,13,,,794.6412,794.6430,794.6426,,,794.6421,794.6422,794.6437,794.6426,794.6422,794.6438,,,11.719,11.745,11.746,,,11.747,11.733,11.756,11.748,11.746,11.787,,,8106,6706,36508,,,16469,12252,4641,11983,8609,3473,,,,,,,,,,,,,,,,84.33,74.80,82.82,,,88.08,73.69,85.68,97.24,91.58,70.10,,,12,7,9,,,7,8,11,13,9,3,
ACar 20:3,C27 H47 N O4,449.3506,0.79,0,2.24,0.046,11546,13,0,97.5,17.7,3,6,449.3503,449.3508,449.3508,449.3504,449.3506,449.3502,449.3503,449.3502,449.3508,449.3511,449.3510,449.3504,449.3512,2.230,2.204,2.239,2.221,2.218,2.227,2.236,2.250,2.237,2.242,2.238,2.248,2.241,9209,8577,9183,18160,13857,9520,9750,10841,14080,19406,13837,10945,2738,,,,,,,,,,,,,,94.83,91.33,94.25,97.49,91.65,88.78,97.55,88.09,93.47,95.86,92.71,96.13,37.67,3,3,4,5,4,5,4,4,6,4,4,5,3,
LPC 17:0/0:0,C25 H52 N O7 P,509.3481,3.88,0,3.02,0.039,10944,13,0,99.0,13.9,2,7,509.3478,509.3490,509.3487,509.3481,509.3489,509.3489,509.3491,509.3495,509.3482,509.3489,509.3478,509.3486,509.3417,3.006,3.035,3.001,3.017,3.016,3.013,3.028,3.009,3.012,3.006,3.040,3.018,3.040,5145,10330,13255,18721,13598,16743,7954,10091,12250,14042,6749,8958,4438,,,,,,,,,,,,,,83.92,92.04,97.39,98.99,97.71,96.16,83.31,85.75,95.74,95.55,77.07,97.39,55.08,4,5,7,7,6,7,7,7,5,6,5,7,2,
LPC 20:4/0:0,C28 H50 N O7 P,543.3328,0.97,0,1.78,0.026,10611,11,2,99.6,5.2,5,8,543.3335,,543.3325,543.3327,543.3325,543.3329,543.3336,543.3321,543.3323,543.3334,543.3328,543.3323,,1.778,,1.777,1.769,1.778,1.775,1.795,1.787,1.780,1.791,1.786,1.785,,7767,,12329,20239,10996,19889,3924,10154,6831,10513,7417,6668,,,,,,,,,,,,,,,88.88,,96.88,98.54,88.34,99.58,85.96,89.59,98.46,92.25,96.22,96.11,,6,,7,7,6,8,6,5,5,5,7,8,,
TG 60:13,C63 H96 O6,948.7207,0.54,0,11.86,0.111,18964,12,1,98.8,11.3,9,16,948.7211,948.7210,948.7205,948.7207,948.7213,948.7212,948.7195,948.7204,948.7208,948.7211,948.7211,948.7203,,11.847,11.858,11.858,11.857,11.841,11.878,11.952,11.859,11.867,11.845,11.865,11.930,,19718,12409,37478,28449,34079,23204,11338,14745,17484,11808,7665,9202,,,,,,,,,,,,,,,84.10,94.12,96.89,95.73,89.72,98.80,69.55,90.75,91.73,84.61,69.83,79.66,,14,11,16,16,14,16,11,15,9,15,12,11,,
PC 18:0_22:1,C48 H94 N O8 P,843.6709,1.14,0,10.89,0.032,55119,12,1,87.9,4.6,13,16,843.6721,843.6706,843.6713,843.6709,843.6697,843.6723,843.6712,843.6695,843.6697,843.6711,843.6701,843.6718,,10.887,10.903,10.893,10.889,10.887,10.878,10.909,10.881,10.890,10.901,10.877,10.886,,33465,47136,62746,71696,60677,48140,44748,54870,63882,62873,56904,54302,,,,,,,,,,,,,,,79.86,79.17,85.20,78.99,82.41,87.90,80.07,85.17,74.94,82.11,87.11,82.64,,13,14,15,16,16,13,14,15,14,16,15,15,,
TG 44:2,C47 H86 O6,746.6426,0.85,0,12.26,0.048,14802,13,0,98.4,3.8,7,10,746.6426,746.6425,746.6438,746.6422,746.6429,746.6424,746.6431,746.6424,746.6436,746.6429,746.6422,746.6426,746.6414,12.277,12.254,12.244,12.260,12.266,12.241,12.265,12.255,12.264,12.264,12.239,12.260,12.287,7399,12291,19662,12357,18478,18307,11932,9846,19229,23572,19917,16874,2567,,,,,,,,,,,,,,89.62,94.28,91.08,94.84,98.41,95.76,96.58,95.23,94.91,97.74,95.76,90.44,85.92,9,7,9,8,8,7,8,9,10,8,8,8,9,
PG 16:1_18:1,C40 H75 O10 P,746.5097,0.95,0,6.99,0.068,17598,7,6,98.2,18.5,6,13,,746.5102,,,,,746.5095,746.5099,,746.5106,746.5098,746.5090,746.5085,,6.988,,,,,6.989,6.993,,7.004,6.996,7.006,6.938,,11860,,,,,24182,7726,,36306,22341,17080,3698,,,,,,,,,,,,,,,98.16,,,,,97.07,96.52,,97.69,95.73,92.31,52.59,,11,,,,,12,13,,13,13,13,6,
ACar 22:3,C29 H51 N O4,477.3822,0.99,0,3.22,0.014,8819,11,2,99.0,6.3,4,8,477.3827,477.3822,477.3812,477.3825,477.3825,477.3817,477.3826,477.3818,477.3819,477.3823,477.3826,,,3.224,3.230,3.224,3.228,3.228,3.219,3.229,3.232,3.218,3.218,3.224,,,6687,8738,11490,15066,10565,7391,8759,4671,7235,8090,8325,,,,,,,,,,,,,,,,94.94,93.87,83.39,98.95,79.52,90.12,86.00,91.39,90.58,93.38,94.97,,,8,4,5,6,4,5,8,5,6,6,6,,,
PC 40:0,C48 H96 N O8 P,845.6881,1.24,0,11.60,0.113,11209,7,6,96.1,12.9,8,12,,,,845.6859,,845.6879,845.6891,845.6888,845.6886,845.6884,,845.6878,,,,,11.510,,11.616,11.606,11.585,11.604,11.599,,11.623,,,,,18168,,11279,4370,6176,11925,8640,,17905,,,,,,,,,,,,,,,,,,63.17,,96.11,88.17,90.62,92.60,95.38,,92.55,,,,,9,,8,9,10,12,8,,10,,
PC 22:4_22:6,C52 H84 N O8 P,881.5934,0.66,0,6.86,0.013,37127,12,1,94.7,3.1,6,15,881.5933,881.5936,881.5936,881.5925,881.5933,881.5929,881.5942,881.5943,881.5943,881.5928,881.5930,881.5934,,6.851,6.848,6.856,6.854,6.859,6.856,6.861,6.848,6.859,6.859,6.856,6.855,,12195,22865,41885,55060,37710,37773,22869,34983,40328,53307,40622,45938,,,,,,,,,,,,,,,90.44,94.69,92.61,93.90,93.07,84.17,91.60,92.67,90.70,88.14,92.33,91.94,,6,13,13,15,11,11,9,11,15,10,11,12,,
ACar 18:3,C25 H43 N O4,421.3195,1.87,0,1.46,0.131,5680,12,1,96.7,16.0,3,6,421.3199,421.3200,421.3187,421.3196,421.3194,421.3198,421.3194,421.3199,421.3197,421.3200,421.3172,421.3198,,1.465,1.540,1.454,1.444,1.544,1.463,1.461,1.457,1.457,1.534,1.412,1.445,,6073,6261,4728,3724,4142,9929,4691,6157,6248,6103,4442,5674,,,,,,,,,,,,,,,95.12,72.21,95.50,92.90,63.59,96.75,83.03,92.28,94.37,85.31,57.29,94.57,,6,4,4,6,4,6,4,5,5,5,3,4,,
ACar 22:0,C29 H57 N O4,483.4291,1.10,0,4.94,0.058,7403,12,1,97.3,8.7,3,6,483.4278,483.4286,483.4294,483.4297,483.4289,483.4298,483.4292,483.4287,483.4290,483.4294,483.4292,483.4292,,4.901,4.936,4.934,4.942,4.929,4.935,4.942,4.959,4.933,4.938,4.923,4.940,,4231,7892,7209,12502,7811,3226,4694,5504,12324,6891,7560,9002,,,,,,,,,,,,,,,87.60,96.66,96.47,96.31,92.35,94.44,97.33,73.83,95.70,96.34,96.81,77.83,,4,5,3,5,6,4,5,4,5,6,5,5,,
PC 42:10,C50 H80 N O8 P,853.5614,3.97,0,6.00,0.036,7171,12,1,97.8,19.6,1,11,,853.5636,853.5617,853.5622,853.5620,853.5608,853.5625,853.5626,853.5627,853.5615,853.5623,853.5637,853.5510,,6.001,5.992,5.989,5.989,6.004,6.002,6.001,6.002,5.991,5.987,6.003,6.024,,5811,10081,7431,10811,4774,4531,10327,9101,6567,5257,8460,2908,,,,,,,,,,,,,,,90.67,96.12,93.83,92.56,86.35,94.17,84.80,97.79,93.84,95.24,86.90,34.51,,8,9,9,11,7,8,9,10,8,11,7,1,
SM d43:2,C48 H95 N2 O6 P,826.6927,0.97,0,10.47,0.091,7915,10,3,92.9,5.1,8,13,826.6942,826.6925,826.6921,826.6930,826.6935,826.6930,,,826.6918,826.6916,826.6931,826.6922,,10.485,10.468,10.491,10.475,10.440,10.471,,,10.460,10.527,10.436,10.473,,3736,9139,9155,10316,7527,11073,,,9212,3510,4985,10505,,,,,,,,,,,,,,,84.08,88.77,92.40,92.58,80.22,88.91,,,86.08,92.91,82.59,90.85,,8,11,13,11,9,13,,,11,10,9,12,,
TG 46:3,C49 H88 O6,772.6578,1.26,0,12.26,0.164,15680,12,1,98.5,16.9,2,13,772.6570,772.6580,772.6581,772.6576,772.6587,772.6577,772.6584,772.6587,772.6579,,772.6580,772.6586,772.6552,12.249,12.265,12.266,12.254,12.254,12.258,12.254,12.272,12.270,,12.362,12.282,12.198,6270,11321,18995,19588,21124,23417,7125,14960,16842,,28018,16959,3544,,,,,,,,,,,,,,87.50,98.53,95.84,98.23,89.42,93.62,95.27,81.53,94.96,,81.07,91.06,44.54,7,9,7,10,8,10,9,11,13,,9,12,2,
TG 50:7,C53 H88 O6,820.6581,0.89,0,11.87,0.063,5905,7,6,92.8,5.3,6,12,820.6573,820.6572,,,820.6581,,,,820.6587,820.6590,820.6585,820.6576,,11.870,11.897,,,11.836,,,,11.889,11.867,11.899,11.875,,2692,5357,,,9248,,,,11169,4112,3900,4862,,,,,,,,,,,,,,,85.18,79.18,,,84.06,,,,92.81,86.80,91.65,86.87,,6,9,,,11,,,,12,8,8,11,,
LPC 0:0/22:5,C30 H52 N O7 P,569.3484,0.77,0,1.78,0.026,8594,12,1,96.3,5.7,4,7,569.3483,569.3490,569.3489,569.3485,569.3485,569.3484,569.3487,569.3485,569.3479,569.3475,569.3479,569.3487,,1.789,1.780,1.777,1.763,1.778,1.786,1.790,1.781,1.780,1.780,1.775,1.785,,6465,11075,10022,12182,9489,6771,6578,9203,7173,9390,8308,6482,,,,,,,,,,,,,,,85.09,89.71,79.97,90.77,91.53,96.27,79.53,90.03,93.86,87.52,86.30,87.30,,5,6,7,5,5,5,4,4,7,7,5,5,,
