"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] Heart_01_20x_pos_081321_090,[Mass] Heart_02_20x_pos_081321_083,[Mass] Heart_03_20x_pos_081321_092,[Mass] Heart_04_20x_pos_081321_086,[Mass] Heart_05_20x_pos_081321_096,[Mass] Heart_06_20x_pos_081321_089,[Mass] Heart_07_20x_pos_081321_101,[Mass] Heart_08_20x_pos_081321_085,[Mass] Heart_09_20x_pos_081321_102,[Mass] Heart_10_20x_pos_081321_097,[Mass] Heart_11_20x_pos_081321_095,[Mass] Heart_12_20x_pos_081321_091,[Mass] PB_20x_pos_081321_084,[RT] Heart_01_20x_pos_081321_090,[RT] Heart_02_20x_pos_081321_083,[RT] Heart_03_20x_pos_081321_092,[RT] Heart_04_20x_pos_081321_086,[RT] Heart_05_20x_pos_081321_096,[RT] Heart_06_20x_pos_081321_089,[RT] Heart_07_20x_pos_081321_101,[RT] Heart_08_20x_pos_081321_085,[RT] Heart_09_20x_pos_081321_102,[RT] Heart_10_20x_pos_081321_097,[RT] Heart_11_20x_pos_081321_095,[RT] Heart_12_20x_pos_081321_091,[RT] PB_20x_pos_081321_084,[Height] Heart_01_20x_pos_081321_090,[Height] Heart_02_20x_pos_081321_083,[Height] Heart_03_20x_pos_081321_092,[Height] Heart_04_20x_pos_081321_086,[Height] Heart_05_20x_pos_081321_096,[Height] Heart_06_20x_pos_081321_089,[Height] Heart_07_20x_pos_081321_101,[Height] Heart_08_20x_pos_081321_085,[Height] Heart_09_20x_pos_081321_102,[Height] Heart_10_20x_pos_081321_097,[Height] Heart_11_20x_pos_081321_095,[Height] Heart_12_20x_pos_081321_091,[Height] PB_20x_pos_081321_084,[Score (MFE)] Heart_01_20x_pos_081321_090,[Score (MFE)] Heart_02_20x_pos_081321_083,[Score (MFE)] Heart_03_20x_pos_081321_092,[Score (MFE)] Heart_04_20x_pos_081321_086,[Score (MFE)] Heart_05_20x_pos_081321_096,[Score (MFE)] Heart_06_20x_pos_081321_089,[Score (MFE)] Heart_07_20x_pos_081321_101,[Score (MFE)] Heart_08_20x_pos_081321_085,[Score (MFE)] Heart_09_20x_pos_081321_102,[Score (MFE)] Heart_10_20x_pos_081321_097,[Score (MFE)] Heart_11_20x_pos_081321_095,[Score (MFE)] Heart_12_20x_pos_081321_091,[Score (MFE)] PB_20x_pos_081321_084,[Score (Tgt)] Heart_01_20x_pos_081321_090,[Score (Tgt)] Heart_02_20x_pos_081321_083,[Score (Tgt)] Heart_03_20x_pos_081321_092,[Score (Tgt)] Heart_04_20x_pos_081321_086,[Score (Tgt)] Heart_05_20x_pos_081321_096,[Score (Tgt)] Heart_06_20x_pos_081321_089,[Score (Tgt)] Heart_07_20x_pos_081321_101,[Score (Tgt)] Heart_08_20x_pos_081321_085,[Score (Tgt)] Heart_09_20x_pos_081321_102,[Score (Tgt)] Heart_10_20x_pos_081321_097,[Score (Tgt)] Heart_11_20x_pos_081321_095,[Score (Tgt)] Heart_12_20x_pos_081321_091,[Score (Tgt)] PB_20x_pos_081321_084,[Ions] Heart_01_20x_pos_081321_090,[Ions] Heart_02_20x_pos_081321_083,[Ions] Heart_03_20x_pos_081321_092,[Ions] Heart_04_20x_pos_081321_086,[Ions] Heart_05_20x_pos_081321_096,[Ions] Heart_06_20x_pos_081321_089,[Ions] Heart_07_20x_pos_081321_101,[Ions] Heart_08_20x_pos_081321_085,[Ions] Heart_09_20x_pos_081321_102,[Ions] Heart_10_20x_pos_081321_097,[Ions] Heart_11_20x_pos_081321_095,[Ions] Heart_12_20x_pos_081321_091,[Ions] PB_20x_pos_081321_084,
LPC 18:0/0:0,C26 H54 N O7 P,523.3640,1.75,0,3.59,0.042,578942,13,0,99.7,10.6,4,13,523.3641,523.3641,523.3642,523.3644,523.3645,523.3644,523.3644,523.3641,523.3643,523.3642,523.3641,523.3642,523.3610,3.597,3.593,3.591,3.600,3.590,3.593,3.591,3.594,3.591,3.591,3.592,3.592,3.633,222218,566062,758379,975810,810322,875575,310575,503857,745929,662257,488964,602663,3647,,,,,,,,,,,,,,99.72,99.54,99.39,99.61,99.35,99.30,99.34,99.46,99.22,99.69,99.71,99.34,62.41,11,11,11,13,11,10,10,8,13,12,12,9,4,
PC 16:0_18:0,C42 H84 N O8 P,761.5940,0.18,0,9.21,0.009,745887,12,1,99.7,0.2,12,19,761.5939,761.5938,761.5939,761.5941,761.5942,761.5942,761.5938,761.5941,761.5941,761.5941,761.5941,761.5940,,9.214,9.207,9.212,9.207,9.213,9.208,9.214,9.206,9.212,9.205,9.209,9.207,,271820,506429,990758,1101367,612860,1058192,404089,703538,988352,867519,710562,735166,,,,,,,,,,,,,,,99.69,99.55,99.72,99.38,99.24,99.33,99.69,99.17,99.57,99.46,99.40,99.51,,12,14,16,15,18,16,14,15,19,18,16,13,,
TG 18:1_18:2_22:6,C61 H100 O6,928.7525,0.40,0,13.08,0.026,1019127,13,0,99.7,8.9,11,17,928.7527,928.7526,928.7528,928.7530,928.7527,928.7523,928.7519,928.7525,928.7526,928.7523,928.7519,928.7523,928.7531,13.071,13.078,13.074,13.077,13.074,13.074,13.086,13.082,13.081,13.081,13.083,13.081,13.061,1079883,1271612,2469698,2576142,2121415,1302264,165532,646510,411746,608001,291297,300789,3765,,,,,,,,,,,,,,93.59,93.95,95.07,92.96,97.85,98.03,95.92,85.61,92.96,99.75,96.16,91.25,67.77,14,15,15,15,17,16,17,16,17,15,17,16,11,
TG 18:1_18:2_18:3,C57 H98 O6,878.7369,0.48,0,13.00,0.009,1888452,13,0,99.9,5.1,12,20,878.7373,878.7374,878.7369,878.7372,878.7371,878.7372,878.7364,878.7364,878.7369,878.7367,878.7365,878.7365,878.7378,12.998,12.998,12.998,13.000,12.997,13.002,12.997,13.000,13.002,13.002,12.999,12.998,12.994,1853707,3209846,4906566,5390878,2727738,3023152,237514,1029676,438181,891098,387646,443722,10165,,,,,,,,,,,,,,99.32,99.45,99.84,99.67,99.60,99.40,99.54,99.92,99.50,99.75,99.78,99.58,81.68,18,19,17,16,20,17,15,16,16,18,17,17,12,
PC 18:0_20:3,C46 H86 N O8 P,811.6098,0.60,0,8.70,0.065,662256,13,0,99.7,11.7,3,19,811.6095,811.6094,811.6098,811.6096,811.6095,811.6097,811.6094,811.6098,811.6101,811.6101,811.6101,811.6091,811.6110,8.706,8.694,8.695,8.689,8.697,8.696,8.695,8.688,8.692,8.696,8.696,8.694,8.753,221159,665991,1074564,1046253,759724,944817,380641,574900,932081,809202,619276,560953,19769,,,,,,,,,,,,,,99.71,99.50,99.28,99.11,99.65,99.40,99.42,98.89,98.77,98.84,98.75,99.70,58.68,14,14,19,16,15,17,14,16,17,17,15,16,3,
LPC 16:0/0:0,C24 H50 N O7 P,495.3328,0.38,0,2.38,0.005,431320,12,1,99.8,0.3,9,13,495.3325,495.3327,495.3326,495.3328,495.3329,495.3328,495.3329,495.3330,495.3332,495.3329,495.3329,495.3326,,2.381,2.383,2.383,2.383,2.386,2.383,2.386,2.384,2.382,2.382,2.382,2.382,,155446,344239,524040,742493,508192,603451,213113,360886,491469,486765,368158,377591,,,,,,,,,,,,,,,99.46,99.80,99.62,99.73,99.32,99.56,99.56,99.37,98.88,99.51,99.32,99.75,,10,11,13,13,10,11,10,12,11,9,11,10,,
PE 42:9,C47 H76 N O8 P,813.5290,0.31,0,8.29,0.008,2653300,12,1,90.0,0.8,14,17,813.5286,813.5289,813.5290,813.5289,813.5291,813.5291,813.5293,813.5293,813.5289,813.5287,813.5293,813.5286,,8.291,8.294,8.295,8.288,8.294,8.292,8.294,8.295,8.293,8.294,8.294,8.293,,1514847,2707333,3279396,3468064,2544376,2034792,2162308,2950178,2919138,2737933,2736542,2784699,,,,,,,,,,,,,,,88.24,88.49,88.68,90.01,89.33,89.51,89.68,89.38,88.87,88.05,89.84,88.21,,15,17,17,15,16,14,16,17,16,16,16,16,,
PC 17:0_22:6,C47 H82 N O8 P,819.5788,0.75,0,7.54,0.030,649712,13,0,99.9,8.7,5,21,819.5779,819.5783,819.5786,819.5794,819.5794,819.5795,819.5792,819.5783,819.5791,819.5785,819.5796,819.5793,819.5779,7.553,7.545,7.536,7.531,7.546,7.542,7.547,7.545,7.543,7.539,7.542,7.541,7.523,312263,614639,912563,877060,846452,632295,469996,680091,914707,749981,680678,752794,2749,,,,,,,,,,,,,,99.86,99.58,98.91,98.82,99.71,99.33,99.45,99.39,99.60,99.03,99.00,99.30,68.92,18,17,17,19,21,20,20,18,20,16,19,20,5,
TG 16:0_18:1_22:6,C59 H100 O6,904.7510,1.16,0,13.57,0.095,919706,13,0,89.9,9.0,8,17,904.7520,904.7506,904.7521,904.7515,904.7512,904.7512,904.7495,904.7501,904.7497,904.7502,904.7497,904.7527,904.7518,13.580,13.567,13.579,13.579,13.568,13.576,13.500,13.568,13.545,13.562,13.541,13.512,13.595,1388675,1111439,2345596,2426734,1154967,903808,215030,657953,408946,613880,341304,383874,3982,,,,,,,,,,,,,,88.70,83.34,74.13,73.97,88.79,89.87,72.04,88.92,77.77,73.23,79.75,84.31,70.54,17,17,13,15,15,16,17,15,17,16,14,17,8,
PC 16:0_20:3,C44 H82 N O8 P,783.5783,0.31,0,7.76,0.065,1345573,13,0,99.6,11.5,3,20,783.5780,783.5782,783.5781,783.5783,783.5783,783.5783,783.5780,783.5780,783.5789,783.5783,783.5785,783.5781,783.5785,7.759,7.761,7.764,7.759,7.763,7.759,7.759,7.762,7.765,7.762,7.759,7.761,7.824,532057,1277080,1894078,2152111,1483766,1220867,918723,1495186,1683177,1894908,1526451,1411291,2758,,,,,,,,,,,,,,99.28,99.32,99.55,99.10,99.46,99.19,99.10,99.52,98.87,99.32,98.98,99.33,59.52,16,20,18,19,17,18,18,19,18,19,17,18,3,
TG 54:4,C57 H102 O6,882.7682,0.40,0,13.98,0.016,3396772,13,0,99.8,5.5,11,23,882.7688,882.7684,882.7688,882.7685,882.7684,882.7684,882.7678,882.7682,882.7681,882.7680,882.7680,882.7678,882.7679,13.976,13.976,13.977,13.976,13.978,13.973,13.976,13.976,13.976,13.976,13.979,13.978,13.963,3687266,5372747,7582984,8215721,4868117,6459189,687358,2189337,981006,2017713,930689,1153951,11962,,,,,,,,,,,,,,99.35,99.70,99.39,99.55,99.60,99.77,99.80,99.78,99.68,99.84,99.25,99.78,80.04,21,20,22,19,18,19,23,20,17,21,20,20,11,
TG 52:2,C55 H102 O6,858.7682,0.41,0,14.30,0.007,3264676,13,0,99.8,1.0,15,22,858.7683,858.7683,858.7687,858.7685,858.7686,858.7679,858.7682,858.7679,858.7683,858.7684,858.7682,858.7682,858.7674,14.300,14.299,14.302,14.299,14.301,14.305,14.302,14.299,14.301,14.301,14.301,14.303,14.298,3620100,3160427,7537853,6154724,4213572,8030138,1298927,2255495,1086322,2034321,1330613,1665632,52674,,,,,,,,,,,,,,99.78,99.65,99.61,99.58,99.62,99.80,99.58,99.82,99.70,99.66,99.75,99.74,96.28,22,19,21,18,20,18,19,18,18,17,20,17,15,
TG 16:0_18:0_18:1,C55 H104 O6,860.7837,0.36,0,14.49,0.013,654851,13,0,99.7,3.3,13,21,860.7834,860.7840,860.7838,860.7836,860.7840,860.7843,860.7837,860.7837,860.7833,860.7834,860.7838,860.7834,860.7842,14.487,14.489,14.486,14.483,14.486,14.483,14.486,14.489,14.486,14.486,14.486,14.485,14.477,540501,498068,1283642,937927,934426,1895824,308665,432731,320156,454602,354598,450389,101546,,,,,,,,,,,,,,99.40,98.94,99.73,99.52,99.39,99.54,99.19,99.00,99.03,98.90,99.21,99.40,87.44,17,17,20,18,21,16,17,18,17,18,14,18,13,
TG 15:0_18:1(d7)_15:0,C51 H89 D7 O6,811.7650,0.41,0,13.94,0.056,602512,13,0,99.9,3.4,11,16,811.7656,811.7650,811.7653,811.7654,811.7650,811.7650,811.7649,811.7647,811.7650,811.7648,811.7651,811.7648,811.7643,13.938,13.936,13.932,13.937,13.943,13.929,13.942,13.936,13.943,13.937,13.944,13.942,13.985,704974,651187,681493,739242,702065,571654,681202,605468,744700,596221,549749,601042,3667,,,,,,,,,,,,,,99.12,99.67,99.14,99.41,99.73,99.29,99.88,99.80,99.88,99.76,99.71,99.89,87.56,13,16,13,15,14,12,13,12,15,12,15,14,11,
SM d18:1_18:0,C41 H83 N2 O6 P,730.5964,0.45,0,8.30,0.053,1200630,13,0,92.8,7.4,5,15,730.5959,730.5961,730.5965,730.5963,730.5965,730.5967,730.5963,730.5964,730.5963,730.5964,730.5963,730.5959,730.5971,8.294,8.292,8.300,8.282,8.304,8.302,8.294,8.295,8.291,8.297,8.294,8.304,8.336,641750,1090006,1496148,1609181,1416990,1541129,868321,1299467,1541607,1398147,1307477,1393689,4284,,,,,,,,,,,,,,90.88,89.97,92.04,87.88,92.80,92.33,90.68,90.32,88.81,90.63,90.60,92.79,67.54,12,10,13,12,14,14,13,11,12,12,15,13,5,
PC 18:2_20:4,C46 H80 N O8 P,805.5625,0.41,0,6.66,0.023,534839,13,0,99.8,9.6,4,17,805.5622,805.5623,805.5627,805.5622,805.5628,805.5625,805.5627,805.5625,805.5625,805.5629,805.5625,805.5622,805.5617,6.656,6.653,6.661,6.660,6.653,6.661,6.660,6.653,6.653,6.659,6.656,6.655,6.676,232011,367586,820555,928669,657775,550620,344045,553714,720001,700517,591788,483475,2159,,,,,,,,,,,,,,99.02,99.40,99.37,99.81,98.25,99.37,99.61,99.35,99.15,99.24,99.47,99.62,66.01,16,14,17,16,16,16,14,17,15,16,16,17,4,
TG 18:1_18:1_20:1,C59 H108 O6,912.8148,0.36,0,14.46,0.005,715635,12,1,99.8,1.3,13,21,912.8145,912.8151,912.8149,912.8148,912.8152,912.8151,912.8146,912.8149,912.8146,912.8146,912.8146,912.8141,,14.464,14.466,14.464,14.466,14.463,14.466,14.463,14.467,14.464,14.463,14.463,14.462,,670909,757770,1281117,1451696,1072124,1119371,245075,486235,364098,537085,308391,293752,,,,,,,,,,,,,,,99.69,98.70,99.65,99.83,99.28,99.63,98.40,98.64,97.96,99.56,95.21,98.90,,19,20,21,21,18,21,16,20,16,21,13,16,,
TG 54:3,C57 H104 O6,884.7838,0.40,0,14.30,0.011,3146518,13,0,99.9,1.2,14,22,884.7839,884.7838,884.7841,884.7839,884.7841,884.7842,884.7835,884.7834,884.7839,884.7840,884.7836,884.7838,884.7829,14.300,14.299,14.302,14.301,14.301,14.304,14.299,14.301,14.301,14.301,14.301,14.300,14.292,3235717,4151089,6184294,6438239,4811225,6576198,1056496,2177655,1246600,2194606,1267048,1532355,33213,,,,,,,,,,,,,,99.86,99.76,99.66,99.79,99.66,99.59,99.87,99.85,99.52,99.67,99.80,99.68,95.40,20,21,20,21,21,21,21,22,20,20,19,19,14,
TG 52:4,C55 H98 O6,854.7370,0.52,0,13.52,0.023,2416833,13,0,99.9,1.7,12,22,854.7374,854.7372,854.7374,854.7374,854.7374,854.7373,854.7365,854.7367,854.7365,854.7370,854.7370,854.7372,854.7361,13.513,13.517,13.518,13.518,13.515,13.516,13.517,13.513,13.512,13.511,13.513,13.517,13.534,2729550,2572645,6815287,5647536,2740485,5243937,500017,1514895,695797,1319022,721516,911485,6668,,,,,,,,,,,,,,99.38,99.58,99.51,99.46,99.50,99.57,99.85,99.75,99.75,99.55,99.34,99.26,93.40,18,19,22,20,17,19,17,20,22,18,22,19,12,
SM d42:2,C47 H93 N2 O6 P,812.6770,0.62,0,10.06,0.099,529531,13,0,99.8,13.5,6,19,812.6769,812.6770,812.6772,812.6773,812.6772,812.6771,812.6770,812.6769,812.6771,812.6770,812.6773,812.6774,812.6754,10.061,10.060,10.061,10.056,10.067,10.069,10.067,10.060,10.058,10.064,10.062,10.055,10.154,167947,412147,755948,810489,659015,881642,282730,503213,696442,595026,499639,606881,12793,,,,,,,,,,,,,,99.61,99.46,99.49,99.01,99.66,99.85,99.64,99.56,99.32,99.71,99.24,98.98,52.73,12,14,15,14,19,15,11,14,15,16,15,15,6,
PC 19:0_22:6,C49 H86 N O8 P,847.6095,0.50,0,8.46,0.020,507612,13,0,99.8,9.5,4,20,847.6093,847.6096,847.6096,847.6098,847.6096,847.6094,847.6101,847.6094,847.6095,847.6095,847.6098,847.6095,847.6083,8.467,8.471,8.461,8.455,8.471,8.462,8.467,8.465,8.463,8.469,8.461,8.460,8.475,210676,446972,651011,776304,618309,440342,359668,630860,771207,641179,523636,526115,2687,,,,,,,,,,,,,,99.79,99.63,99.55,98.96,99.60,99.68,99.17,99.71,99.73,99.73,99.39,99.47,66.28,16,16,18,19,18,19,18,19,18,17,20,20,4,
CL 72:8,C81 H142 O17 P2,1448.9728,0.29,0,12.69,0.034,2342346,13,0,99.8,2.9,8,26,1448.9723,1448.9726,1448.9725,1448.9733,1448.9730,1448.9721,1448.9735,1448.9726,1448.9730,1448.9732,1448.9727,1448.9724,1448.9728,12.691,12.690,12.690,12.694,12.691,12.689,12.689,12.691,12.689,12.689,12.692,12.690,12.660,540853,2867798,2457888,4024218,3530581,542168,1957844,1760646,3512328,3699729,3119911,2430039,6497,,,,,,,,,,,,,,99.69,99.66,99.80,99.52,99.66,99.73,99.12,99.81,99.61,99.59,99.81,99.78,89.36,22,23,24,21,24,22,23,25,23,26,25,24,8,
ACar 18:0,C25 H49 N O4,427.3665,0.35,0,3.56,0.012,302036,13,0,99.6,9.5,3,11,427.3666,427.3666,427.3665,427.3664,427.3667,427.3667,427.3664,427.3665,427.3663,427.3666,427.3663,427.3665,427.3668,3.564,3.565,3.558,3.567,3.557,3.565,3.558,3.561,3.558,3.563,3.564,3.564,3.555,269969,271565,357351,475477,274269,232671,254735,242527,463657,262405,398926,417298,5624,,,,,,,,,,,,,,99.45,99.37,99.60,99.30,99.22,99.27,99.64,99.55,99.63,99.51,99.39,99.54,66.38,7,5,6,7,7,6,8,6,9,6,11,9,3,
PS 18:0_22:6,C46 H78 N O10 P,835.5368,0.38,0,7.40,0.010,508401,12,1,99.4,1.6,13,18,835.5367,835.5367,835.5372,835.5371,835.5366,835.5364,835.5362,835.5370,835.5367,835.5372,835.5370,835.5367,,7.391,7.394,7.397,7.393,7.401,7.391,7.396,7.394,7.399,7.400,7.397,7.390,,212369,461108,567581,625266,571758,490713,356473,530330,611638,627372,507163,539050,,,,,,,,,,,,,,,93.09,99.03,98.05,98.43,98.25,99.40,97.55,97.96,98.91,97.78,97.51,98.46,,13,14,15,15,17,15,18,16,16,16,15,13,,
TG 16:0_16:1_18:2,C53 H96 O6,828.7211,0.33,0,13.46,0.012,505097,12,1,99.8,0.3,12,18,828.7214,828.7209,828.7214,828.7213,828.7214,828.7213,828.7207,828.7208,828.7207,828.7212,828.7211,828.7213,,13.457,13.461,13.455,13.457,13.456,13.454,13.461,13.462,13.467,13.461,13.457,13.462,,263391,274914,1336834,576593,558297,1538596,175798,311130,155732,344942,206738,318209,,,,,,,,,,,,,,,98.75,99.51,99.30,99.24,99.07,99.32,99.64,99.76,99.77,99.59,99.30,99.13,,12,14,18,14,15,17,15,16,14,18,15,16,,
TG 18:2_18:2_20:1,C59 H104 O6,908.7830,0.35,0,13.99,0.065,443722,13,0,99.8,9.8,7,21,908.7830,908.7828,908.7834,908.7833,908.7832,908.7828,908.7830,908.7829,908.7826,908.7825,908.7826,908.7830,908.7835,13.989,13.991,13.994,13.998,13.993,13.991,13.998,13.992,13.988,13.993,13.994,13.998,14.052,416434,793617,669800,1063953,781653,572049,109251,298789,285522,449932,155301,168615,3472,,,,,,,,,,,,,,99.38,99.37,99.48,99.43,99.75,99.58,99.57,99.58,99.20,99.78,99.43,99.20,65.26,18,21,18,19,18,19,18,18,18,18,20,17,7,
TG 16:0_18:2_22:5,C59 H100 O6,904.7524,0.48,0,13.30,0.010,626944,13,0,99.9,9.5,9,21,904.7528,904.7524,904.7527,904.7524,904.7521,904.7525,904.7520,904.7520,904.7526,904.7521,904.7520,904.7521,904.7535,13.300,13.299,13.298,13.300,13.299,13.298,13.304,13.294,13.304,13.299,13.301,13.299,13.294,865598,692350,1825246,1552892,824160,758203,107575,486698,243865,393693,174761,220036,5195,,,,,,,,,,,,,,99.49,99.65,99.55,99.81,99.88,99.67,97.72,99.75,98.48,99.85,98.95,99.36,66.29,21,20,21,21,20,20,18,21,19,20,20,18,9,
TG 56:8,C59 H98 O6,902.7361,1.30,0,13.09,0.092,1109079,13,0,91.5,11.3,11,18,902.7369,902.7366,902.7375,902.7375,902.7358,902.7368,902.7364,902.7351,902.7371,902.7354,902.7365,902.7347,902.7335,13.088,13.089,13.089,13.093,13.087,13.085,13.086,13.087,13.086,13.086,13.088,13.087,13.177,1555511,522594,3376223,3087429,1664991,1409765,192556,763122,438243,696331,344665,360993,5615,,,,,,,,,,,,,,91.50,74.89,86.43,82.74,81.82,82.75,82.06,74.16,90.51,80.95,80.79,86.33,55.65,18,12,17,17,15,15,15,17,13,18,14,15,11,
TG 18:2_18:2_22:5,C61 H100 O6,928.7522,0.34,0,12.77,0.007,599704,12,1,99.9,2.0,11,22,928.7525,928.7523,928.7523,928.7525,928.7523,928.7521,928.7528,928.7520,928.7517,928.7523,928.7520,928.7517,,12.769,12.762,12.768,12.769,12.765,12.767,12.762,12.769,12.767,12.767,12.764,12.768,,464891,743359,1412611,1511729,1186088,576503,72340,417768,176389,353925,140283,140564,,,,,,,,,,,,,,,99.66,99.50,99.73,99.73,99.75,99.86,97.45,99.71,98.94,99.58,93.95,95.39,,20,20,20,19,17,22,16,17,17,16,11,15,,
ACar 16:0,C23 H45 N O4,399.3351,0.76,0,2.44,0.035,215267,13,0,99.8,11.2,3,9,399.3350,399.3352,399.3352,399.3352,399.3355,399.3351,399.3349,399.3351,399.3353,399.3351,399.3353,399.3350,399.3342,2.437,2.438,2.439,2.433,2.441,2.439,2.442,2.440,2.444,2.443,2.438,2.438,2.409,200207,163225,256524,310877,159562,262308,177527,181585,336186,188692,277935,281642,2206,,,,,,,,,,,,,,99.81,99.70,99.64,99.51,98.91,99.74,99.55,99.59,99.22,99.46,99.26,99.68,60.69,7,7,7,7,5,7,8,6,8,6,9,8,3,
SM d42:1,C47 H95 N2 O6 P,814.6923,0.68,0,10.91,0.103,1350336,13,0,94.0,8.2,8,16,814.6924,814.6923,814.6923,814.6924,814.6927,814.6930,814.6926,814.6921,814.6923,814.6924,814.6925,814.6925,814.6906,10.904,10.905,10.905,10.901,10.909,10.923,10.909,10.903,10.906,10.907,10.905,10.903,11.004,431685,1226475,1935528,2280741,1741668,922090,820168,1604397,1740780,1816696,1526982,1503648,3513,,,,,,,,,,,,,,89.08,89.45,89.04,88.14,90.45,94.00,90.46,88.86,89.96,89.96,89.54,89.27,64.43,12,13,13,13,14,14,14,14,15,16,14,13,8,
PC 18:1_22:6,C48 H82 N O8 P,831.5782,1.42,0,7.27,0.015,280455,11,2,99.1,10.2,3,18,,831.5781,,831.5786,831.5783,831.5789,831.5790,831.5786,831.5785,831.5786,831.5787,831.5783,831.5748,,7.272,,7.259,7.267,7.274,7.274,7.266,7.266,7.271,7.274,7.273,7.267,,318308,,500454,385207,92338,102273,468247,284635,199165,355118,375742,3524,,,,,,,,,,,,,,,98.41,,95.35,95.14,93.85,90.40,97.12,99.07,93.20,93.28,97.16,65.08,,15,,13,15,13,18,17,14,16,16,17,3,
ACar 20:1,C27 H51 N O4,453.3820,1.40,0,3.64,0.034,235859,13,0,100.0,9.8,3,11,453.3821,453.3821,453.3820,453.3820,453.3824,453.3819,453.3823,453.3819,453.3823,453.3818,453.3823,453.3822,453.3799,3.636,3.637,3.636,3.645,3.629,3.637,3.630,3.633,3.636,3.635,3.636,3.636,3.610,184343,220248,284826,407746,173309,118518,213324,167155,363936,193662,366023,367769,5312,,,,,,,,,,,,,,99.47,99.66,99.76,99.54,98.95,99.84,99.06,99.50,99.42,99.95,99.53,99.57,65.21,9,10,9,9,8,9,11,8,10,10,9,9,3,
ACar 18:1,C25 H47 N O4,425.3504,2.81,0,2.65,0.099,343864,13,0,99.7,16.1,3,9,425.3508,425.3506,425.3508,425.3508,425.3509,425.3507,425.3509,425.3507,425.3507,425.3507,425.3507,425.3506,425.3465,2.649,2.645,2.645,2.639,2.648,2.645,2.654,2.646,2.650,2.649,2.644,2.644,2.738,319707,314891,393655,456263,281710,340990,341857,294028,536517,287523,456298,443707,3099,,,,,,,,,,,,,,99.10,99.59,99.70,99.63,99.02,99.67,99.05,98.85,99.35,99.30,99.66,99.12,44.31,8,7,8,9,5,7,6,5,9,7,6,6,3,
TG 56:7,C59 H100 O6,904.7509,1.28,0,13.57,0.095,974253,13,0,93.3,10.7,8,19,904.7531,904.7525,904.7519,904.7515,904.7512,904.7508,904.7496,904.7501,904.7497,904.7502,904.7497,904.7498,904.7513,13.580,13.567,13.579,13.579,13.568,13.576,13.500,13.568,13.545,13.562,13.541,13.512,13.595,1563059,1023339,2760154,2426810,1154967,1136434,239240,657953,408946,613880,341304,334831,4374,,,,,,,,,,,,,,87.52,79.08,93.25,73.57,87.73,88.26,65.45,87.87,75.65,71.86,77.49,78.22,70.18,15,16,15,15,15,16,19,15,17,16,14,14,8,
TG 58:9,C61 H100 O6,928.7521,1.38,0,13.08,0.026,1020041,13,0,99.7,7.7,11,17,928.7527,928.7526,928.7528,928.7530,928.7527,928.7523,928.7519,928.7524,928.7527,928.7523,928.7519,928.7523,928.7480,13.071,13.078,13.074,13.077,13.074,13.074,13.086,13.082,13.081,13.081,13.083,13.081,13.061,1079883,1271612,2469698,2576142,2121415,1302264,163337,652872,419777,608001,291297,300745,3501,,,,,,,,,,,,,,93.86,93.96,95.23,92.99,98.03,98.19,95.98,87.80,91.29,99.67,95.99,91.14,71.67,14,15,15,15,17,16,17,16,16,15,17,16,11,
TG 16:0_18:1_22:5,C59 H102 O6,906.7662,0.97,0,13.58,0.020,462837,12,1,97.4,6.2,13,20,906.7644,906.7665,906.7651,906.7657,906.7661,906.7651,906.7667,906.7664,906.7668,906.7671,906.7670,906.7669,,13.580,13.578,13.579,13.579,13.579,13.561,13.573,13.573,13.579,13.579,13.580,13.579,,473932,519852,940385,1014391,623227,525180,145965,354950,207967,364540,192479,191186,,,,,,,,,,,,,,,77.90,93.56,87.48,91.95,95.77,82.26,91.78,90.78,93.58,91.24,94.34,97.43,,16,13,15,17,20,19,17,15,18,16,16,16,,
PC 18:0_20:2,C46 H88 N O8 P,813.6251,0.16,0,9.29,0.013,339885,12,1,99.6,0.5,12,15,813.6252,813.6250,813.6251,813.6253,813.6250,813.6249,813.6253,813.6253,813.6251,813.6253,813.6250,813.6252,,9.286,9.285,9.286,9.285,9.291,9.282,9.292,9.290,9.294,9.294,9.292,9.291,,89485,270612,384593,527467,377985,485006,153666,273223,447434,411986,355990,301179,,,,,,,,,,,,,,,97.79,98.93,98.92,98.88,99.45,98.75,99.15,99.25,99.57,99.45,99.49,99.21,,13,12,14,15,13,15,13,12,14,15,13,13,,
TG 18:1_18:2_22:5,C61 H102 O6,930.7676,0.60,0,13.27,0.062,482415,13,0,99.8,11.5,9,22,930.7679,930.7681,930.7679,930.7676,930.7675,930.7679,930.7674,930.7675,930.7681,930.7675,930.7674,930.7677,930.7659,13.278,13.276,13.272,13.273,13.272,13.270,13.271,13.272,13.265,13.271,13.278,13.271,13.328,579675,669194,1346734,1025405,890761,534632,71126,403466,162114,341059,135011,110056,2176,,,,,,,,,,,,,,99.78,99.61,99.75,99.83,98.91,99.74,99.26,99.47,99.16,99.81,99.62,99.04,59.65,22,22,19,20,20,22,17,14,18,20,18,16,9,
